question,answer,label
What is MRSA?,"community-associated methicillin resistant staphylococcus aureus (ca-mrsa) has become a severe health concern because of its treatment difficulties. Methicillin resistant Staphylococcus aureus (MRSA) has become a severe health concern because of its treatment difficulties. (MRSA, methicillin-resistant S. aureus)",1
List peptide fragmentations methods in mass spectrometry,"CID, HCD, ECD, ETD and PSD are different peptide fragmentation technologies used in mass spectrometry.",1
Describe Wellens' Syndrome.,"Wellens Syndrome (WS) is a condition characterized by typical changes in ECG, which are biphasic T-wave inversions (less common) or symmetric and deeply inverted T waves (including 75%) in lead V2-V3 chest derivations.",1
Are alterations in ultraconserved elements implicated in breast cancer?,Yes. SNPs in ultraconserved elements (UCEs) might be associated with cancer risk.,1
What are the side effects during statins administration in patients with atherosclerosis?,"The side effects during statins administration in patients with atherosclerosis are:
1) Myopathy
2) Transaminase elevations
3) Diabetes mellitus 
4) Renal and neurologic adverse effects.",1
What is Bartter syndrome?,"All forms of Bartter syndrome are characterized by hypokalemia, metabolic alkalosis, and secondary hyperaldosteronism All forms of hereditary Bartter syndrome are characterized by hypokalemia, metabolic alkalosis, and secondary hyperaldosteronism.",1
"Has ""RNA interference"" been awarded Nobel prize?","Since the first unequivocal description of RNA interference (RNAi) in 1998, it has remained one of the hottest topics under investigation, culminating in the award of a Nobel Prize to its discoverers in 2006.",1
Is avanafil indicated for treatment of erectile dysfunction?,"Yes, avanafil is indicated for treatment of erectile dysfunction.",1
"What is the role of 3,4-diaminobenzoic acid derivatives in the immune system?","3,4-diaminobenzoic acid derivatives are inhibitors of the oxytocinase subfamily of M1 aminopeptidases with immune-regulating properties. Cell-based analysis indicated that the lead compounds can be effective in downregulating macrophage activation induced by lipopolysaccharide and interferon-γ as well as cross-presentation by bone marrow-derived dendritic cells.",1
Can NADPH oxidase be inhibited by apocynin and diphenylene iodonium?,"Yes, nicotinamide adenine dinucleotide phosphate (NADPH) oxidase can be inhibited by apocynin or diphenylene iodonium (DPI).",1
What is the mechanism of action of the biguanide class of diabetes drugs?,"this biguanide is an oral insulin-sensitizing agent capable of increasing insulin sensitivity and decreasing plasma fasting insulin levels. Bioguaides like Metformin, decrease amount of glucose released from liver and increases insulin sensitivity. ",1
"What is ""Epitranscriptome analysis""?","Modified nucleotides in messenger RNA (mRNA) have been discovered over 40 years ago, but until recently little was known about which transcripts contain them and what their function is. High-throughput sequencing approaches revealed a dynamic landscape of the 'Epitranscriptome' for many mRNA modifications in various organisms from yeast to humans.		
The detection methods of RNA modifications has enabled investigation of a new layer of gene regulation - the epitranscriptome.",1
Which infection can be prevented with Dapivirine?,Vaginal ring containing Dapivirine is used for HIV prevention in women.,1
Is there any role for Pds5b in cohesion establishment?,Yes. Pds5 proteins are essential for cohesion establishment by allowing Smc3 acetylation by the cohesin acetyl transferases (CoATs) Esco1/2 and binding of Sororin.,1
What is Bexsero?,"Bexsero is a 4-component vaccine against capsular Meningococcus serogroup B (4CMenB), which has recently been licensed in Europe, Canada and Australia. Bexsero is amulticomponent vaccine against serogroup B Neisseria meningitidis (MenB).",1
Please list the 3 findings in HELLP syndrome.,"hemolysis, elevated liver enzymes and low platelets constitute the hellp syndrome. HELLP syndrome (hemolysis, elevated liver enzymes, low platelets) is an obstetric complication and is characterized by microangiopathic hemolytic anemia, elevated liver enzymes by intravascular breakdown of fibrin in hepatic sinusoids and reduction of platelet circulation by its increased consumption",1
Which human disease is associated with mutated UBQLN2,Ggene mutations in UBQLN2 cause dominant inheritance of amyotrophic lateral sclerosis (ALS).,1
Viliuisk encephalomyelitis is diagnosed in which geographical area?,Viliuisk encephalomyelitis (VE) is an endemic neurological disease in Northeast Siberia and generally considered to be a chronic encephalomyelitis of unknown origin actually spreading in the Sakha (Yakutian) Republic.,1
What is the doRiNA database?,doRina is a database of RNA interactions in post-transcriptional regulation.,1
Which mutated gene is associated with Waardenburg and Tietz syndromes?,Mutations in microphthalmia-associated transcription factor (MITF) gene cause Waardenburg and Tietz syndromes.,1
What gene is mutated in Sickle Cell Anemia?,Sickle cell anemia (SCA) is an autosomal recessive disease caused by by the HBB:c.20A>T mutation that leads to hemoglobin S synthesis.  sca patients present clinical and hematologic variability that cannot be only explained by the single mutation in the beta-globin gene.,1
Is pseudouridine a RNA modification?,"Yes, pseudouridine (Ψ) is the most abundant of>150 nucleoside modifications in RNA.",1
Is there a role for gamma knife in treatment of Obsessive-Compulsive Disorder?,"Yes. Gamma knife radiosurgery is being increasingly to treat refractory obsessive- compulsive disorder (OCD). It is reserved for severe, treatment-refractory disease that has not responded to multiple treatments.",1
What is the function of R-spondin 1 and noggin in non-damaged gallbladders?,R-spondin 1 and noggin facilitate expansion of resident stem cells from non-damaged gallbladders.,1
List the classical triad of symptoms of the Melkersson–Rosenthal syndrome.,"The Melkersson-Rosenthal syndrome consists of the classical triad of symptoms:
1) orofacial oedema 
2) fissured tongue (lingua plicata) and
3) facial paralysis.",1
What are Septins?,"Septins are an evolutionarily conserved family of GTP-binding proteins. They are involved in diverse processes including cytokinesis, apoptosis, infection, neurodegeneration and neoplasia. In yeast, septins assemble into a highly ordered array of filaments at the mother bud neck in Saccharomyces cerevisiae cells. Septins have been implicated in a diverse range of cancers, including gastric cancer, but the underlying mechanisms remain unclear. Septins are an evolutionarily conserved family of GTP-binding proteins. discover that septins, a component of the cytoskeleton, recognize membrane curvature at the micron scale, a common morphological hallmark of eukaryotic cellular processes. eptins are a family of cytoskeletal GTP-binding proteins that assemble into membrane-associated hetero-oligomers and organize scaffolds for recruitment of cytosolic proteins or stabilization of membrane proteins. ",1
List RNA modifications databases,RMBase and MODOMICS,1
Which disease is treated with Nusinersen?,Nusinersen us used for treatment of Spinal Muscular Atrophy.,1
Describe the usefulness of MiRduplexSVM.,MiRduplexSVM is a high-performing miRNA-duplex prediction and evaluation methodology. It's a method that combines a unique problem representation and an unbiased optimization protocol to learn from mirBase19.0 an accurate predictive model. It is the first model that provides precise information about all four ends of the miRNA duplex.,1
Where is the proteasome located?,"The proteasome can be found in perinuclear and nuclear location, as well as in cytosolic compartments, such as mitochondria and endoplasmic reticulum. Proteasome-mediated degradation of cell cycle regulatory proteins, production and loading of antigenic peptides onto HLA molecules, and transient homing of diverse virion proteins required for entry and/or egress have been also shown to be coordinated at the centrosome.",1
What is the major difference between eucaryotes and procaryotes?,"Eucaryotes have a nucleolus, Procaryotes do not. Eucrayotes have a nuclear membrane, organelles and differ in transcription and translation. Procaryotes have polycistronic RNA and the initiation of protein synthesis proceeds with an initiator tRNA which is found to be modified (formylated) in procaryotes and not in eucaryotes.  The nucleolus is the most prominent compartment in the nucleus and known as the site for ribosome biogenesis in eucaryotes. In contrast, there is no such equivalent structure for ribosome synthesis in procaryotes Eucaryotic and procaryotic organisms differ in two aspects of their translation machinery: polycistronic messengers are expressed as a sequence of individual proteins only in procaryotes, and the initiation of protein synthesis proceeds with an initiator tRNA which is found to be modified (formylated) in procaryotes and not in eucaryotes. The nucleolus is the most prominent compartment in the nucleus and known as the site for ribosome biogenesis in eucaryotes. In contrast, there is no such equivalent structure for ribosome synthesis in procaryotes Eucaryotic and procaryotic organisms differ in two aspects of their translation machinery: polycistronic messengers are expressed as a sequence of individual proteins only in procaryotes, and the initiation of protein synthesis proceeds with an initiator tRNA which is found to be modified (formylated) in procaryotes and not in eucaryotes. extra guanylate at the 5' end of mature E. coli tRNAHis is encoded in the gene and is found in tRNA as the result of an unusual cleavage by RNase P  There are considerable differences of run distributions in DNA sequences of procaryotes, invertebrates and vertebrates. However, some interesting exceptions from this rule exist for the run distribution of adenine in procaryotes and for the arrangement of purine-pyrimidine runs in eucaryotes",1
Has whole exome sequencing been performed in Alzheimer patients?,"Yes, numerous whole exome sequencing studies of ALzheimer patients have been conducted.",1
What is clinical presentation of the Gardner-Diamond syndrome?,"Psychogenic purpura, also known as Gardner-Diamond syndrome, is a rare, distinctive, localized cutaneous reaction pattern mostly affecting psychologically disturbed adult women. Repeated crops of tender, ill-defined ecchymotic lesions on the extremities and external bleeding from other sites characterize the condition.",1
Which is the genome browser database for DNA shape annotations?,"GBshape provides minor groove width, propeller twist, roll, helix twist and hydroxyl radical cleavage predictions for the entire genomes of 94 organisms. Additional genomes can easily be added using the GBshape framework. GBshape can be used to visualize DNA shape annotations qualitatively in a genome browser track format, and to download quantitative values of DNA shape features as a function of genomic position at nucleotide resolution.",1
Which ApoE isoform is associated with hyperlipoproteinemia?,"Type III hyperlipoproteinemia (HLP) is characterized by the accumulation of remnant lipoproteins in the plasma and it is associated with ApoE2 isoform. ApoE2 binds poorly to low density lipoprotein receptors, resulting in defective remnant lipoprotein clearance.",1
Can you define iatrogenic disease?,"An iatrogenic disease is one that arises from treatment of another illness, such as an arrythmia that results from surgery or and hospital aquired infection in an immunocompromised patient.",1
Is Stat4 a transcription factor?,"Yes, Stat4 is a transcription factor.
Stat4 is a member of the signal transducer and activator of transcription (STAT) family of molecules that localizes to the cytoplasm. STAT4 regulates various genes expression as a transcription factor after it is phosphorylated, dimerizes and translocates to the nucleus.",1
Where can you find the annulus of Zinn?,Annulus of Zinn is in the orbit.,1
Are deletions of chromosomal regulatory boundaries associated with congenital disease?,Yes. Enhancer adoption caused by deletions of regulatory boundaries may contribute to a substantial minority of copy-number variation phenotypes and should thus be taken into account in their medical interpretation.,1
What is the function of transthyretin in cerebrospinal fluid?,"Transthyretin (TTR) is a protein synthesized in the choroid plexus, which forms the blood-cerebrospinal fluid barrier.  TTR is the physiological carrier of thyroxine (T4) and retinol from the blood into the cerebrospinal fluid and their distribution in the brain. The transport of T4 is important for normal development of the brain.",1
Is treatment resistant depression related to vitamin B9?,"Treatment with SAMe, as well as with various formulations of folates and analogues, appears to be efficacious and well tolerated in reducing depressive symptoms in treatment resistant depression.",1
What is the indication for SLCO1B1 genotyping?,"HMG Co-A reductase inhibitors, commonly known as statins, also display wide interindividual variability in plasma concentration, response and toxicity due in part to polymorphisms in transporter genes, including SLCO1B1 and ABCG2.  The SLCO1B1*5 variant is a risk factor for statin side effects and exhibits statin-specific effects: highest with simvastatin/atorvastatin and lowest with pravastatin/rosuvastatin.",1
Is adalimumab effective for hidradenitis suppurativa?,"Yes, Adalimumab, a recombinant, fully humanized, anti-tumor necrosis factor alpha (anti-TNF-α) monoclonal antibody, is the only officially approved treatment for the management of moderate-to-severe hidradenitis suppurativa.",1
List available circular RNA prediction tools.,"circRNA_finder, find_circ, CIRCexplorer, CIRI, and MapSplice.",1
Could hypophosphatemic rickets cause craniosynostosis?,"Yes, hypophosphatemic rickets could cause craniosynostosis.",1
What genes are drug targets for Fibrodysplasia Ossificans Progressiva (FOP)?," Recently, FOP has been associated with a specific mutation of ACVR1, the gene coding for a bone morphogenetic protein type I receptor.  here, it is noted that if b cells are found to be the lymphocytes responsible for excess bmp-4 production in fop, use of rituximab, a monoclonal anti-cd20 antibody which effectively targets b cells, could be a less permanent and less risky treatment alternative for fop. Inhibitors of ALK2(ACVR1) are used for the treatment of FOP. Current therapies for FOP are Dorsomorphin analogues which function as BMP inhibitor.  if B cells control excess BMP-4 production in FOP, use of Rituximab, a monoclonal which targets B cells, could be a treatment alternative for FOP.",1
"What kind of analyses are performed with the software tool ""unipept""",The Unipept web application (http://unipept.ugent.be) supports biodiversity analysis of large and complex metaproteome samples using tryptic peptide information obtained from shotgun MS/MS experiments. The application designed for metaproteomics analysis with a focus on interactive datavisualization.,1
Is vortioxetine effective for treatment of depression?,Yes. Vortioxetine is the most recently approved medication for the treatment of major depressive disorder.,1
What is promoted by ERAP1-ERAP2 dimerization?,"ERAP1-ERAP2 dimerization increases peptide-trimming efficiency. ERAP1-ERAP2 dimerization increases peptide-trimming efficiency. ERAP1-ERAP2 heterodimers produce several mature epitopes more efficiently than a mix of the two enzymes unable to dimerize. Physical interaction with ERAP2 changes basic enzymatic parameters of ERAP1 and improves its substrate-binding affinity. Thus, by bringing the two enzymes in proximity and by producing allosteric effects on ERAP1, dimerization of ERAP1/2 creates complexes with superior peptide-trimming efficacy. Such complexes are likely to enhance Ag presentation by cells displaying coordinated expression of the two enzymes. The endoplasmic reticulum aminopeptidases (ERAP)1 and ERAP2 play a critical role in the production of final epitopes presented by MHC class I molecules.",1
Which disease the London mutation involved in?,London mutation that is the missense mutation in exon 17 of the amyloid precursor protein gene on chromosome 21 (Val717Ile) is involved in Alzheimer's Disease.,1
What is the drug target for Simtuzumab?," These results suggest that LOXL2 could be an appealing target for treatment of scar formation after glaucoma surgery, and point to the potential therapeutic benefits of simtuzumab, a humanized monoclonal antibody derived from GS-607601.  these results suggest that loxl2 could be an appealing target for treatment of scar formation after glaucoma surgery, and point to the potential therapeutic benefits of simtuzumab, a humanized monoclonal antibody derived from gs-607601. Simtuzumab is a humanized monoclonal antibody drug that targets LOXL2",1
List diseases that could be targeted by disaggregases?,"UBQLN2 acts with the HSP70-HSP110 disaggregase machinery to clear protein aggregates via the 26S proteasome. UBQLN2 recognizes client-bound HSP70 and links it to the proteasome to allow for the degradation of aggregated and misfolded proteins. We further show that this process is active in the cell nucleus, where another system for aggregate clearance, autophagy, does not act.",1
Is there an association between Muenke Syndrome and FGFR3 gene mutation?,"Yes, Muenke syndrome is caused by point mutation (C749G) in the Fibroblast Growth Factor Receptor3 (FGFR3) gene. It affects 1 in 30,000 newborns and accounts for 25% to 30% of genetic causes of craniosynostosis.",1
Which server is used for simulation of macromolecular diffusional association?,"Macromolecular interactions play a crucial role in biological systems. Simulation of diffusional association (SDA) is a software for carrying out Brownian dynamics simulations that can be used to study the interactions between two or more biological macromolecules. webSDA allows users to run Brownian dynamics simulations with SDA to study bimolecular association and encounter complex formation, to compute association rate constants, and to investigate macromolecular crowding using atomically detailed macromolecular structures. webSDA facilitates and automates the use of the SDA software, and offers user-friendly visualization of results. Simulation of diffusional association (SDA) is a software for carrying out Brownian dynamics simulations that can be used to study the interactions between two or more biological macromolecules. webSDA allows users to run Brownian dynamics simulations with SDA to study bimolecular association and encounter complex formation, to compute association rate constants, and to investigate macromolecular crowding using atomically detailed macromolecular structures. webSDA allows users to run Brownian dynamics simulations with SDA to study bimolecular association and encounter complex formation, to compute association rate constants, and to investigate macromolecular crowding using atomically detailed macromolecular structures. webSDA currently has three modules: 'SDA docking' to generate structures of the diffusional encounter complexes of two macromolecules, 'SDA association' to calculate bimolecular diffusional association rate constants, and 'SDA multiple molecules' to simulate the diffusive motion of hundreds of macromolecules.",1
Which syndromes are associated with heterochromia iridum?,"The syndromes that are associated with heterochromia iridum are:
1) Ascher's syndrome
2) Waardenburg Syndrome type II (WS2)
3) Horner's syndrome.",1
Can beans induce apoptosis?,White kidney bean lectin  has been shown to exert anti-proliferative and apoptotic effects on cancer cells,1
List the three most abundant bacterial phyla present in mouse feces.,"Firmicutes
Proteobacteria 
Bacteroidetes",1
Which disease is treated with taliglucerase alfa?,"Taliglucerase alfa, the first available plant cell-expressed recombinant therapeutic protein, is an enzyme replacement therapy approved for Gaucher disease.",1
Is there alternative polyadenylation during zebrafish development?,Yes. There is extensive alternative polyadenylation during zebrafish development.,1
What is the function of the Indian hedgehog protein in chondrocytes?,Indian hedgehog is a protein that regulates endochondral differentiation and ossification in both a parathyroid hormone-related protein (PTHrP)-dependent and -independent manner by activating transcriptional mediator Gli2 and is an essential factor for proper skeletal development.,1
What makes telomerase a good drug target?,"Human telomerase is absent in most normal tissues, but is abnormally activated in all major cancer cells. Telomerase enables tumor cells to maintain telomere length, allowing indefinite replicative capacity. Telomerase, a ribonucleoprotein enzyme is considered as a universal therapeutic target of cancer because of its preferential expression in cancer cells and its presence in 90 % of tumors. Human telomerase is absent in most normal tissues, but is abnormally activated in all major cancer cells.  telomerase, a ribonucleoprotein enzyme is considered as a universal therapeutic target of cancer because of its preferential expression in cancer cells and its presence in 90 % of tumors. Human telomerase is absent in most normal tissues, but is abnormally activated in all major cancer cells. Telomerase enables tumor cells to maintain telomere length, allowing indefinite replicative capacity. telomerase is believed to be necessary for cancer cells to grow without limit  Telomerase, a ribonucleoprotein enzyme is considered as a universal therapeutic target of cancer because of its preferential expression in cancer cells and its presence in 90 % of tumors. ",1
Define lncRNA.,"Long noncoding RNAs (lncRNAs) represent a newly discovered class of regulatory molecules that impact a variety of biological processes in cells and organ systems. In humans, it is estimated that there may be more than twice as many lncRNA genes than protein-coding genes. However, only a handful of lncRNAs have been analyzed in detail.
Long non-coding RNAs (lncRNAs) are emerging as key molecules in cancers, yet their potential molecular mechanisms are not well understood.
long noncoding RNAs (lncRNAs), the largest family of noncoding transcripts, have emerged as common regulators of many cellular stressors; including heat shock, metabolic deprivation and DNA damage.",1
What is the mechanism of action of Osimertinib?,Osimertinib is a third-generation irreversible tyrosine kinase inhibitor of both activating EGFR mutations and resistance-associated T790M point mutation.,1
Is there any tool that facilitates the functional analysis of cis-regulatory regions in zebrafish?,Yes. The zebrafish enhancer detection (ZED) vector is a tool that facilitates transgenesis and the functional analysis of cis-regulatory regions in zebrafish.,1
Where do the Schwann cells and melanocytes originate from?,Schwann cells and melanocytes originate from the multipotent population of neural crest cells.,1
What is adhesive capsulitis,"Adhesive capsulitis also known as ""frozen shoulder"" is characterized by painful, gradual loss of active and passive shoulder motion resulting from fibrosis and contracture of the joint capsule.",1
How many microorganisms are present in human normal gut?,Human gut microbiota is home to 10 to 100 trillions microorganisms.,1
Which two drugs are included in the Harvoni pill?,Harvoni contains 400 mg sofosbuvir and 90 mg ledipasvir. It used for treatment of hepatitis C virus infection.,1
Data from which major epigenome projects are contained in the DeepBlue epigenomic data server?,"The DeepBlue Epigenomic Data Server contains data from four major epigenome projects, namely ENCODE, ROADMAP, BLUEPRINT and DEEP.",1
Has Glucose-6-phosphate dehydrogenase (G6PD) deficiency an X-linked inheritance?,Glucose-6-phosphate dehydrogenase (G6PD) deficiency is the commonest red cell enzymopathy in humans and has an X-linked inheritance.,1
What is the importance of Janus Kinase receptors in dermatology?,"Janus Kinase (JAK) is active in many skin diseases and recent evidence show that inhibitors of JAK kinase could be used to treat vitiligo, psoriasis, lupus, alopecia areata and other inflammatory skin diseases. Tofacitinib, an oral Janus kinase inhibitor, is being investigated as a treatment for moderate-to-severe chronic plaque psoriasis",1
What disease is the drug aducanumab targeting?,Aducanumab is an anti-Aβ antibody being developed for the treatment of Alzheimer's disease (AD).,1
Is Migalastat used for treatment of Fabry Disease?,"Yes, Migalastat is approved for treatment of Fabry disease. Migalastat is an oral pharmacological chaperone developed as an alternative to intravenous enzyme replacement therapy (ERT), stabilises specific mutant (amenable) forms of α-Gal to facilitate normal lysosomal trafficking.",1
Which peak calling algorithm employs mixture model clustering under the hood?,"JAMM (Joint Analysis of NGS replicates via Mixture Model clustering) is a peak finder that can integrate information from biological replicates, determine enrichment site widths accurately and resolve neighboring narrow peaks. JAMM is a universal peak finder that is applicable to different types of datasets.",1
Which diseases are involved in the severe cutaneous reactions (SCAR) spectrum?,"The diseases that are involved in the severe cutaneous reactions (SCAR) spectrum are:
1) Stevens-Johnson syndrome (SJS)
2) Toxic epidermal necrolysis (TEN)
3) Acute generalized exanthematous pustulosis (AGEP).",1
For what indications is thalidomide currently marketed?,"Drug repositioning, exemplified by sildenafil and thalidomide, is a promising way to explore alternative indications for existing drugs. THE USE OF A DRUG WITH A TEMPORARY MARKETING AUTHORISATION: Thalidomide is currently available in France for nominative or cohort use with a temporary marketing authorisation (TMA). Currently, it is used for a few indications; in Brazil, where leprosy is endemic, thalidomide is used for the treatment of erythema nodosum leprosum, and recent cases of thalidomide embryopathy have been reported.We analyzed the frequency of births with phenotypes consistent with thalidomide embryopathy (TEP) and correlated this with the distribution of thalidomide and the prevalence of leprosy between 2005 and 2010 in Brazil.A total of 5,889,210 thalidomide tablets were distributed; the prevalence of limb reduction defects was 1.60 (CI95%: 1.54-1.66) and TEP was 0.11 (CI95%: 0.10-0.13) Currently it includes a group of new drugs (immunosuppressives tacrolimus mycophenolate, thalidomide, biologic therapy, probiotics, neuroinflammation blockers), new treatment techniques (cytaphereses, sequential immunosuppression, immunosuppression with high doses), and finally new indications (chemoprophylaxis). A review of the therapeutic indications for thalidomide in dermatology as well as the mechanisms of action and side-effects of this drug are presented. Thalidomide can be used to treat multiple myeloma, polyneuropathy, organomegaly, endocrinopathy, M-protein and skin changes (POEMS) syndrome and possibly Irritable Bowel Syndrome.",1
Where are Paneth cells located?,Paneth cells are located in the intestinal crypt base columnar cells (CBCCs).,1
Is there a role of regorafenib for sarcoma treatment?,"Yes, there is evidence to suggest that regorafenib can be effective for sarcoma treatment. Clinical trials are under-way.",1
Which genes of the marmoset genome exhibit rapid sequence evolution?,Both protein-coding and microRNA genes related to reproduction exhibit evidence of rapid sequence evolution in the marmoset genome.,1
What is the incidence of beta-thalassemia in Greek population?,The incidence of beta-thalassemia trait is 8% in Greek population.,1
What is Contrave prescribed for?,Contrave(?) is a combination of naltrexone hydrochloride extended release and bupropion hydrochloride extended release for the treatment of obesity Contrave(®) is a combination of naltrexone hydrochloride extended release and bupropion hydrochloride extended release for the treatment of obesity Contrave(®) is a combination of naltrexone hydrochloride extended release and bupropion hydrochloride extended release for the treatment of obesity.,1
What is the effect of CPEB3 binding to the CPE domain?,"The cytoplasmic polyadenylation element (CPE) is the binding platform for CPE-binding protein (CPEB), which promotes polyadenylation-induced translation.",1
List selective estrogen receptor degraders.,"Selective estrogen receptor degraders (SERD) are fulvestrant, RAD1901 and ARN-810. Fulvestrant is the only SERD approved for the treatment of breast cancer.",1
Which R package is used for the detection of chromosomal abnormalities from microarray data?,CAFE is an R package for the detection of gross chromosomal abnormalities from gene expression microarray data.,1
What is the benserazide's mechanism of function when co-administered with L-DOPA in patients with Parkinson's Disease?,"Benserazide is a peripheral decarboxylase inhibitor. Benserazide in combination with L-DOPA constitutes a slow-release formulation of L-DOPA in patients with Parkinson's disease (PD), it reduces peaks and rapid fluctuations of L-DOPA plasma levels (possibly responsible for peak-dose dyskinesias and end-of-dose deterioration) and considered as the best available therapy.",1
What is Creutzfeldt-Jakob Disease (CJD)?,"Creutzfeldt-Jakob disease (CJD) is the most prevalent of the human prion diseases, which are fatal and transmissible neurodegenerative diseases caused by the infectious prion protein (PrP(Sc)). The origin of CJD is unknown, although the initiating event is thought to be the stochastic misfolding of endogenous prion protein (PrP(C)) into infectious PrP(Sc). Creutzfeldt-Jakob disease (CJD) is a rare, rapidly progressive, and fatal neurodegenerative disease affecting the central nervous system Creutzfeldt-Jakob disease (sCJD) is the most prevalent of the human prion diseases, which are fatal and transmissible neurodegenerative diseases caused by the infectious prion protein (PrP(Sc) Creutzfeldt-Jakob disease (CJD) is a rare, rapidly progressive, and fatal neurodegenerative disease affecting the central nervous system",1
What type of mutation is causing the industrial melanism phenotype in peppered moths?,"The mutation event giving rise to industrial melanism in Britain was the insertion of a large, tandemly repeated, transposable element into the first intron of the gene cortex.",1
What is the target of daratumumab?,Daratumumab is a fully human anti-CD38 IgG1-κ monoclonal antibody. It is approved for treatment of multiple myeloma.,1
Elaborate on the link between conserved noncoding elements (CNEs) and fractality.,"Well-developed fractality is revealed for the chromosomal distribution of different classes of CNEs in the human genome by employing the scaling of block entropy and box-counting. This is characteristic of elements that are either extremely conserved between species or are of ancient origin, i.e. conserved between distant organisms across evolution. There are also power-law-like distributions, i.e. linearity in double logarithmic scale, in the inter-CNE distances, a feature which is connected with fractality and self-similarity.",1
Which are the types of viral meningitis?,"Aseptic meningitis is the most common type of meningitis and is characterized by meningeal inflammation that is not linked to identifiable bacterial pathogens in cerebrospinal fluid (CSF). It can be originated from infection from:
1) Varicella-zoster virus (VZV)
2) Herpes simplex types I and II (HSV-1, HSV-2)
3) Epstein-Barr virus (EBV) 
4) Cytomegalovirus (CMV) 
5) Enteroviruses (EV) 
6) Parechoviruses (HPeV) 
7) Human rhinoviruses (HRVs) 
8) Echovirus types 6, 9, 11
9) West Nile Virus (WNV)",1
What are the different classes of orally administered drugs used to treat diabetes,"There are a number of classes of medications tha are used to treat Type 2 diabetes. These include biguanides like metformin, which decreased hepatic glucose release; sulfonyureas like Glimepride, metglitinides like repaglin and d-phenylalanine derivatives, all of which stimulate pancreatic insulin release; Glitizones or thiazolidinediones which make the body more sensitive to insulin; DPP-4 inhibitors which lower the amount of glucose made in the body; alpha-glucosidase inhibitors which slow the absorbtion of carbohydrate in the blood; and bile acid sequestrants that lower blood glucose",1
What is Eteplirsen (Exondys 51)?,"Eteplirsen (Exondys 51) is an antisense oligonucleotide designed to induce exon 51 skipping that is developed by Sarepta Therapeutics. Intravenous eteplirsen has received accelerated approval from the US FDA for the treatment of Duchenne muscular dystrophy (DMD) in patients with a confirmed mutation of the DMD gene amenable to exon 51 skipping.
By the method of exon skipping in dystrophin pre-mRNA the reading frame is restored and the internally deleted but functional dystrophin is produced.",1
What molecule is targeted by Avelumab?,Avelumab is a monoclonal antibody that binds programmed death-ligand 1 (PD-L1).,1
What is known about the Kub5-Hera/RPRD1B interactome?,"Ku70-binding protein 5 (Kub5)-Hera (K-H)/RPRD1B maintains genetic integrity by concomitantly minimizing persistent R-loops and promoting repair of DNA double strand breaks (DSBs). Thus, the Kub5-Hera/RPRD1B interactome plays a novel role in preserving genetic stability by regulating DNA mismatch repair.",1
Which are the side effects during tacrine administration in patients with Alzheimer's Disease?,"The side effects during tacrine administration in patients with Alzheimer's Disease are:
1) Hepatotoxicity
2) Gastrointestinal (diarrhea, anorexia, dyspepsia, abdominal pain, nausea, vomiting)
3) Mitochondrial impairement",1
What do statins do?,"Statins lower high cholesterol Statins, which specifically inhibit HMG Co-A reductase, the rate-limiting step of cholesterol biosynthesis, are widely prescribed to reduce serum cholesterol and cardiac risk,",1
What are the birth defects associated with Zika-virus infection?,"Although the full spectrum of adverse reproductive outcomes caused by Zika virus infection is not yet determined, a distinctive phenotype-the congenital Zika syndrome-has emerged. Zika virus infection during pregnancy is a cause of microcephaly and other severe birth defects.",1
Willis-Ekbom disease is also known as?,"Restless legs syndrome (RLS), also known as Willis-Ekbom disease (WED), is a common movement disorder characterized by an uncontrollable urge to move because of uncomfortable, sometimes painful sensations in the legs with a diurnal variation and a release with movement.",1
List all the available databases of super enhancers,dbSUPER and SEA are the available databases of super enhancers. dbSUPER and SEA are the most well-known and widely used Super-Enhancer Databases.,1
Could BRCA gene test used for breast and ovarian cancer risk?,"Yes, BRCA gene test could be used for breast and ovarian cancer risk, as female BRCA1 and BRCA2 mutations are significantly associated with risk of developing breast and ovarian cancers.",1
Do statins cause diabetes?,"The relationship between T2DM and statins is further complicated since these drugs can cause new onset diabetes (NOD) although there is an overall benefit in terms of preventing vascular events. Statin use has been associated with increased risk of developing type 2 diabetes (T2DM), and with impaired glycemic control in T2DM patients",1
List kinases that phosphorylates the protein Bora.,"During cell division Bora becomes multiply phosphorylated by a variety of cell cycle kinases, including Aurora A and Plk1, and GSK3β and Cdk1 albeit at distinctive sites.",1
Which enzyme is inhibited by niraparib?,Niraparib is a Poly(ADP-ribose) Polymerase (PARP) Inhibitor. It is used for ovarian cancer treatment.,1
